fips,county,date,report_median,group
26093,Livingston,2020-06-06,336,5%
26095,Luce,2020-06-06,0,5%
26097,Mackinac,2020-06-06,0,5%
26099,Macomb,2020-06-06,1504,5%
26101,Manistee,2020-06-06,0,5%
26103,Marquette,2020-06-06,1,5%
26105,Mason,2020-06-06,1,5%
26107,Mecosta,2020-06-06,71,5%
26109,Menominee,2020-06-06,0,5%
26111,Midland,2020-06-06,6,5%
26113,Missaukee,2020-06-06,0,5%
26115,Monroe,2020-06-06,271,5%
26117,Montcalm,2020-06-06,21,5%
26119,Montmorency,2020-06-06,0,5%
26121,Muskegon,2020-06-06,168,5%
26123,Newaygo,2020-06-06,68,5%
26125,Oakland,2020-06-06,1295,5%
26127,Oceana,2020-06-06,6,5%
26129,Ogemaw,2020-06-06,0,5%
26131,Ontonagon,2020-06-06,0,5%
26133,Osceola,2020-06-06,4,5%
26135,Oscoda,2020-06-06,0,5%
26137,Otsego,2020-06-06,0,5%
26139,Ottawa,2020-06-06,472,5%
26141,Presque Isle,2020-06-06,0,5%
26143,Roscommon,2020-06-06,1,5%
26145,Saginaw,2020-06-06,52,5%
26147,St. Clair,2020-06-06,107,5%
26149,St. Joseph,2020-06-06,17,5%
26151,Sanilac,2020-06-06,62,5%
26153,Schoolcraft,2020-06-06,0,5%
26155,Shiawassee,2020-06-06,93,5%
26157,Tuscola,2020-06-06,9,5%
26159,Van Buren,2020-06-06,18,5%
26161,Washtenaw,2020-06-06,228,5%
26163,Wayne,2020-06-06,2055,5%
26165,Wexford,2020-06-06,3,5%
26001,Alcona,2020-06-07,0,5%
26003,Alger,2020-06-07,0,5%
26005,Allegan,2020-06-07,194,5%
26007,Alpena,2020-06-07,0,5%
26009,Antrim,2020-06-07,0,5%
26011,Arenac,2020-06-07,0,5%
26013,Baraga,2020-06-07,0,5%
26015,Barry,2020-06-07,104,5%
26017,Bay,2020-06-07,16,5%
26019,Benzie,2020-06-07,0,5%
26021,Berrien,2020-06-07,202,5%
26023,Branch,2020-06-07,3,5%
26025,Calhoun,2020-06-07,50,5%
26027,Cass,2020-06-07,76,5%
26029,Charlevoix,2020-06-07,0,5%
26031,Cheboygan,2020-06-07,0,5%
26033,Chippewa,2020-06-07,0,5%
26035,Clare,2020-06-07,4,5%
26037,Clinton,2020-06-07,131,5%
26039,Crawford,2020-06-07,0,5%
26041,Delta,2020-06-07,0,5%
26043,Dickinson,2020-06-07,0,5%
26045,Eaton,2020-06-07,188,5%
26047,Emmet,2020-06-07,1,5%
26049,Genesee,2020-06-07,567,5%
26051,Gladwin,2020-06-07,1,5%
26053,Gogebic,2020-06-07,0,5%
26055,Grand Traverse,2020-06-07,9,5%
26057,Gratiot,2020-06-07,66,5%
26059,Hillsdale,2020-06-07,20,5%
26061,Houghton,2020-06-07,0,5%
26063,Huron,2020-06-07,2,5%
26065,Ingham,2020-06-07,261,5%
26067,Ionia,2020-06-07,118,5%
26069,Iosco,2020-06-07,0,5%
26071,Iron,2020-06-07,0,5%
26073,Isabella,2020-06-07,81,5%
26075,Jackson,2020-06-07,274,5%
26077,Kalamazoo,2020-06-07,125,5%
26079,Kalkaska,2020-06-07,0,5%
26081,Kent,2020-06-07,474,5%
26083,Keweenaw,2020-06-07,0,5%
26085,Lake,2020-06-07,0,5%
26087,Lapeer,2020-06-07,161,5%
26089,Leelanau,2020-06-07,1,5%
26091,Lenawee,2020-06-07,178,5%
26093,Livingston,2020-06-07,328,5%
26095,Luce,2020-06-07,0,5%
26097,Mackinac,2020-06-07,0,5%
26099,Macomb,2020-06-07,1539,5%
26101,Manistee,2020-06-07,0,5%
26103,Marquette,2020-06-07,1,5%
26105,Mason,2020-06-07,1,5%
26107,Mecosta,2020-06-07,73,5%
26109,Menominee,2020-06-07,0,5%
26111,Midland,2020-06-07,7,5%
26113,Missaukee,2020-06-07,0,5%
26115,Monroe,2020-06-07,281,5%
26117,Montcalm,2020-06-07,18,5%
26119,Montmorency,2020-06-07,0,5%
26121,Muskegon,2020-06-07,174,5%
26123,Newaygo,2020-06-07,75,5%
26125,Oakland,2020-06-07,1223,5%
26127,Oceana,2020-06-07,6,5%
26129,Ogemaw,2020-06-07,1,5%
26131,Ontonagon,2020-06-07,0,5%
26133,Osceola,2020-06-07,4,5%
26135,Oscoda,2020-06-07,0,5%
26137,Otsego,2020-06-07,0,5%
26139,Ottawa,2020-06-07,472,5%
26141,Presque Isle,2020-06-07,0,5%
26143,Roscommon,2020-06-07,1,5%
26145,Saginaw,2020-06-07,72,5%
26147,St. Clair,2020-06-07,88,5%
26149,St. Joseph,2020-06-07,19,5%
26151,Sanilac,2020-06-07,68,5%
26153,Schoolcraft,2020-06-07,0,5%
26155,Shiawassee,2020-06-07,107,5%
26157,Tuscola,2020-06-07,11,5%
26159,Van Buren,2020-06-07,22,5%
26161,Washtenaw,2020-06-07,207,5%
26163,Wayne,2020-06-07,1884,5%
26165,Wexford,2020-06-07,3,5%
26001,Alcona,2020-06-08,0,5%
26003,Alger,2020-06-08,0,5%
26005,Allegan,2020-06-08,194,5%
26007,Alpena,2020-06-08,0,5%
26009,Antrim,2020-06-08,0,5%
26011,Arenac,2020-06-08,0,5%
26013,Baraga,2020-06-08,0,5%
26015,Barry,2020-06-08,104,5%
26017,Bay,2020-06-08,17,5%
26019,Benzie,2020-06-08,0,5%
26021,Berrien,2020-06-08,206,5%
26023,Branch,2020-06-08,4,5%
26025,Calhoun,2020-06-08,61,5%
26027,Cass,2020-06-08,84,5%
26029,Charlevoix,2020-06-08,0,5%
26031,Cheboygan,2020-06-08,0,5%
26033,Chippewa,2020-06-08,0,5%
26035,Clare,2020-06-08,5,5%
26037,Clinton,2020-06-08,134,5%
26039,Crawford,2020-06-08,0,5%
26041,Delta,2020-06-08,0,5%
26043,Dickinson,2020-06-08,0,5%
26045,Eaton,2020-06-08,186,5%
26047,Emmet,2020-06-08,1,5%
26049,Genesee,2020-06-08,612,5%
26051,Gladwin,2020-06-08,1,5%
26053,Gogebic,2020-06-08,0,5%
26055,Grand Traverse,2020-06-08,10,5%
26057,Gratiot,2020-06-08,67,5%
26059,Hillsdale,2020-06-08,21,5%
26061,Houghton,2020-06-08,0,5%
26063,Huron,2020-06-08,2,5%
26065,Ingham,2020-06-08,229,5%
26067,Ionia,2020-06-08,113,5%
26069,Iosco,2020-06-08,0,5%
26071,Iron,2020-06-08,0,5%
26073,Isabella,2020-06-08,95,5%
26075,Jackson,2020-06-08,279,5%
26077,Kalamazoo,2020-06-08,138,5%
26079,Kalkaska,2020-06-08,0,5%
26081,Kent,2020-06-08,433,5%
26083,Keweenaw,2020-06-08,0,5%
26085,Lake,2020-06-08,0,5%
26087,Lapeer,2020-06-08,156,5%
26089,Leelanau,2020-06-08,1,5%
26091,Lenawee,2020-06-08,178,5%
26093,Livingston,2020-06-08,324,5%
26095,Luce,2020-06-08,0,5%
26097,Mackinac,2020-06-08,0,5%
26099,Macomb,2020-06-08,1531,5%
26101,Manistee,2020-06-08,0,5%
26103,Marquette,2020-06-08,1,5%
26105,Mason,2020-06-08,1,5%
26107,Mecosta,2020-06-08,78,5%
26109,Menominee,2020-06-08,0,5%
26111,Midland,2020-06-08,8,5%
26113,Missaukee,2020-06-08,0,5%
26115,Monroe,2020-06-08,285,5%
26117,Montcalm,2020-06-08,15,5%
26119,Montmorency,2020-06-08,0,5%
26121,Muskegon,2020-06-08,200,5%
26123,Newaygo,2020-06-08,81,5%
26125,Oakland,2020-06-08,1106,5%
26127,Oceana,2020-06-08,6,5%
26129,Ogemaw,2020-06-08,1,5%
26131,Ontonagon,2020-06-08,0,5%
26133,Osceola,2020-06-08,5,5%
26135,Oscoda,2020-06-08,0,5%
26137,Otsego,2020-06-08,0,5%
26139,Ottawa,2020-06-08,496,5%
26141,Presque Isle,2020-06-08,0,5%
26143,Roscommon,2020-06-08,1,5%
26145,Saginaw,2020-06-08,67,5%
26147,St. Clair,2020-06-08,86,5%
26149,St. Joseph,2020-06-08,23,5%
26151,Sanilac,2020-06-08,73,5%
26153,Schoolcraft,2020-06-08,0,5%
26155,Shiawassee,2020-06-08,110,5%
26157,Tuscola,2020-06-08,12,5%
26159,Van Buren,2020-06-08,25,5%
26161,Washtenaw,2020-06-08,197,5%
26163,Wayne,2020-06-08,1707,5%
26165,Wexford,2020-06-08,3,5%
26001,Alcona,2020-06-09,0,5%
26003,Alger,2020-06-09,0,5%
26005,Allegan,2020-06-09,208,5%
26007,Alpena,2020-06-09,0,5%
26009,Antrim,2020-06-09,0,5%
26011,Arenac,2020-06-09,0,5%
26013,Baraga,2020-06-09,0,5%
26015,Barry,2020-06-09,109,5%
26017,Bay,2020-06-09,19,5%
26019,Benzie,2020-06-09,0,5%
26021,Berrien,2020-06-09,221,5%
26023,Branch,2020-06-09,5,5%
26025,Calhoun,2020-06-09,65,5%
26027,Cass,2020-06-09,87,5%
26029,Charlevoix,2020-06-09,0,5%
26031,Cheboygan,2020-06-09,0,5%
26033,Chippewa,2020-06-09,0,5%
26035,Clare,2020-06-09,6,5%
26037,Clinton,2020-06-09,133,5%
26039,Crawford,2020-06-09,0,5%
26041,Delta,2020-06-09,0,5%
26043,Dickinson,2020-06-09,0,5%
26045,Eaton,2020-06-09,182,5%
26047,Emmet,2020-06-09,1,5%
26049,Genesee,2020-06-09,633,5%
26051,Gladwin,2020-06-09,1,5%
26053,Gogebic,2020-06-09,0,5%
26055,Grand Traverse,2020-06-09,12,5%
26057,Gratiot,2020-06-09,71,5%
26059,Hillsdale,2020-06-09,28,5%
26061,Houghton,2020-06-09,0,5%
26063,Huron,2020-06-09,3,5%
26065,Ingham,2020-06-09,205,5%
26067,Ionia,2020-06-09,114,5%
26069,Iosco,2020-06-09,0,5%
26071,Iron,2020-06-09,0,5%
26073,Isabella,2020-06-09,93,5%
26075,Jackson,2020-06-09,280,5%
26077,Kalamazoo,2020-06-09,160,5%
26079,Kalkaska,2020-06-09,0,5%
26081,Kent,2020-06-09,410,5%
26083,Keweenaw,2020-06-09,0,5%
26085,Lake,2020-06-09,0,5%
26087,Lapeer,2020-06-09,161,5%
26089,Leelanau,2020-06-09,1,5%
26091,Lenawee,2020-06-09,176,5%
26093,Livingston,2020-06-09,323,5%
26095,Luce,2020-06-09,0,5%
26097,Mackinac,2020-06-09,0,5%
26099,Macomb,2020-06-09,1516,5%
26101,Manistee,2020-06-09,0,5%
26103,Marquette,2020-06-09,1,5%
26105,Mason,2020-06-09,2,5%
26107,Mecosta,2020-06-09,77,5%
26109,Menominee,2020-06-09,0,5%
26111,Midland,2020-06-09,8,5%
26113,Missaukee,2020-06-09,0,5%
26115,Monroe,2020-06-09,284,5%
26117,Montcalm,2020-06-09,15,5%
26119,Montmorency,2020-06-09,0,5%
26121,Muskegon,2020-06-09,204,5%
26123,Newaygo,2020-06-09,78,5%
26125,Oakland,2020-06-09,1021,5%
26127,Oceana,2020-06-09,9,5%
26129,Ogemaw,2020-06-09,1,5%
26131,Ontonagon,2020-06-09,0,5%
26133,Osceola,2020-06-09,6,5%
26135,Oscoda,2020-06-09,0,5%
26137,Otsego,2020-06-09,0,5%
26139,Ottawa,2020-06-09,483,5%
26141,Presque Isle,2020-06-09,0,5%
26143,Roscommon,2020-06-09,2,5%
26145,Saginaw,2020-06-09,77,5%
26147,St. Clair,2020-06-09,78,5%
26149,St. Joseph,2020-06-09,22,5%
26151,Sanilac,2020-06-09,69,5%
26153,Schoolcraft,2020-06-09,0,5%
26155,Shiawassee,2020-06-09,113,5%
26157,Tuscola,2020-06-09,16,5%
26159,Van Buren,2020-06-09,27,5%
26161,Washtenaw,2020-06-09,171,5%
26163,Wayne,2020-06-09,1603,5%
26165,Wexford,2020-06-09,4,5%
26001,Alcona,2020-06-10,0,5%
26003,Alger,2020-06-10,0,5%
26005,Allegan,2020-06-10,209,5%
26007,Alpena,2020-06-10,0,5%
26009,Antrim,2020-06-10,0,5%
26011,Arenac,2020-06-10,1,5%
26013,Baraga,2020-06-10,0,5%
26015,Barry,2020-06-10,109,5%
26017,Bay,2020-06-10,24,5%
26019,Benzie,2020-06-10,0,5%
26021,Berrien,2020-06-10,240,5%
26023,Branch,2020-06-10,5,5%
26025,Calhoun,2020-06-10,83,5%
26027,Cass,2020-06-10,88,5%
26029,Charlevoix,2020-06-10,0,5%
26031,Cheboygan,2020-06-10,0,5%
26033,Chippewa,2020-06-10,0,5%
26035,Clare,2020-06-10,6,5%
26037,Clinton,2020-06-10,131,5%
26039,Crawford,2020-06-10,0,5%
26041,Delta,2020-06-10,0,5%
26043,Dickinson,2020-06-10,0,5%
26045,Eaton,2020-06-10,183,5%
26047,Emmet,2020-06-10,1,5%
26049,Genesee,2020-06-10,707,5%
26051,Gladwin,2020-06-10,2,5%
26053,Gogebic,2020-06-10,0,5%
26055,Grand Traverse,2020-06-10,14,5%
26057,Gratiot,2020-06-10,70,5%
26059,Hillsdale,2020-06-10,29,5%
26061,Houghton,2020-06-10,0,5%
26063,Huron,2020-06-10,3,5%
26065,Ingham,2020-06-10,191,5%
26067,Ionia,2020-06-10,114,5%
26069,Iosco,2020-06-10,0,5%
26071,Iron,2020-06-10,0,5%
26073,Isabella,2020-06-10,98,5%
26075,Jackson,2020-06-10,290,5%
26077,Kalamazoo,2020-06-10,177,5%
26079,Kalkaska,2020-06-10,0,5%
26081,Kent,2020-06-10,365,5%
26083,Keweenaw,2020-06-10,0,5%
26085,Lake,2020-06-10,0,5%
26087,Lapeer,2020-06-10,159,5%
26089,Leelanau,2020-06-10,1,5%
26091,Lenawee,2020-06-10,180,5%
26093,Livingston,2020-06-10,308,5%
26095,Luce,2020-06-10,0,5%
26097,Mackinac,2020-06-10,0,5%
26099,Macomb,2020-06-10,1491,5%
26101,Manistee,2020-06-10,1,5%
26103,Marquette,2020-06-10,1,5%
26105,Mason,2020-06-10,2,5%
26107,Mecosta,2020-06-10,76,5%
26109,Menominee,2020-06-10,0,5%
26111,Midland,2020-06-10,11,5%
26113,Missaukee,2020-06-10,0,5%
26115,Monroe,2020-06-10,289,5%
26117,Montcalm,2020-06-10,14,5%
26119,Montmorency,2020-06-10,0,5%
26121,Muskegon,2020-06-10,233,5%
26123,Newaygo,2020-06-10,85,5%
26125,Oakland,2020-06-10,917,5%
26127,Oceana,2020-06-10,10,5%
26129,Ogemaw,2020-06-10,1,5%
26131,Ontonagon,2020-06-10,0,5%
26133,Osceola,2020-06-10,7,5%
26135,Oscoda,2020-06-10,0,5%
26137,Otsego,2020-06-10,0,5%
26139,Ottawa,2020-06-10,478,5%
26141,Presque Isle,2020-06-10,0,5%
26143,Roscommon,2020-06-10,2,5%
26145,Saginaw,2020-06-10,93,5%
26147,St. Clair,2020-06-10,73,5%
26149,St. Joseph,2020-06-10,24,5%
26151,Sanilac,2020-06-10,69,5%
26153,Schoolcraft,2020-06-10,0,5%
26155,Shiawassee,2020-06-10,121,5%
26157,Tuscola,2020-06-10,16,5%
26159,Van Buren,2020-06-10,29,5%
26161,Washtenaw,2020-06-10,153,5%
26163,Wayne,2020-06-10,1474,5%
26165,Wexford,2020-06-10,4,5%
26001,Alcona,2020-06-11,0,5%
26003,Alger,2020-06-11,0,5%
26005,Allegan,2020-06-11,201,5%
26007,Alpena,2020-06-11,0,5%
26009,Antrim,2020-06-11,0,5%
26011,Arenac,2020-06-11,1,5%
26013,Baraga,2020-06-11,0,5%
26015,Barry,2020-06-11,113,5%
26017,Bay,2020-06-11,30,5%
26019,Benzie,2020-06-11,0,5%
26021,Berrien,2020-06-11,250,5%
26023,Branch,2020-06-11,6,5%
26025,Calhoun,2020-06-11,87,5%
26027,Cass,2020-06-11,90,5%
26029,Charlevoix,2020-06-11,0,5%
26031,Cheboygan,2020-06-11,0,5%
26033,Chippewa,2020-06-11,0,5%
26035,Clare,2020-06-11,7,5%
26037,Clinton,2020-06-11,125,5%
26039,Crawford,2020-06-11,0,5%
26041,Delta,2020-06-11,0,5%
26043,Dickinson,2020-06-11,0,5%
26045,Eaton,2020-06-11,174,5%
26047,Emmet,2020-06-11,1,5%
26049,Genesee,2020-06-11,729,5%
26051,Gladwin,2020-06-11,2,5%
26053,Gogebic,2020-06-11,0,5%
26055,Grand Traverse,2020-06-11,16,5%
26057,Gratiot,2020-06-11,72,5%
26059,Hillsdale,2020-06-11,33,5%
26061,Houghton,2020-06-11,0,5%
26063,Huron,2020-06-11,4,5%
26065,Ingham,2020-06-11,174,5%
26067,Ionia,2020-06-11,111,5%
26069,Iosco,2020-06-11,0,5%
26071,Iron,2020-06-11,0,5%
26073,Isabella,2020-06-11,108,5%
26075,Jackson,2020-06-11,281,5%
26077,Kalamazoo,2020-06-11,201,5%
26079,Kalkaska,2020-06-11,0,5%
26081,Kent,2020-06-11,322,5%
26083,Keweenaw,2020-06-11,0,5%
26085,Lake,2020-06-11,0,5%
26087,Lapeer,2020-06-11,167,5%
26089,Leelanau,2020-06-11,2,5%
26091,Lenawee,2020-06-11,175,5%
26093,Livingston,2020-06-11,303,5%
26095,Luce,2020-06-11,0,5%
26097,Mackinac,2020-06-11,0,5%
26099,Macomb,2020-06-11,1459,5%
26101,Manistee,2020-06-11,1,5%
26103,Marquette,2020-06-11,1,5%
26105,Mason,2020-06-11,2,5%
26107,Mecosta,2020-06-11,77,5%
26109,Menominee,2020-06-11,0,5%
26111,Midland,2020-06-11,11,5%
26113,Missaukee,2020-06-11,0,5%
26115,Monroe,2020-06-11,285,5%
26117,Montcalm,2020-06-11,12,5%
26119,Montmorency,2020-06-11,0,5%
26121,Muskegon,2020-06-11,250,5%
26123,Newaygo,2020-06-11,85,5%
26125,Oakland,2020-06-11,841,5%
26127,Oceana,2020-06-11,11,5%
26129,Ogemaw,2020-06-11,2,5%
26131,Ontonagon,2020-06-11,0,5%
26133,Osceola,2020-06-11,8,5%
26135,Oscoda,2020-06-11,0,5%
26137,Otsego,2020-06-11,1,5%
26139,Ottawa,2020-06-11,481,5%
26141,Presque Isle,2020-06-11,0,5%
26143,Roscommon,2020-06-11,1,5%
26145,Saginaw,2020-06-11,104,5%
26147,St. Clair,2020-06-11,66,5%
26149,St. Joseph,2020-06-11,30,5%
26151,Sanilac,2020-06-11,72,5%
26153,Schoolcraft,2020-06-11,0,5%
26155,Shiawassee,2020-06-11,122,5%
26157,Tuscola,2020-06-11,19,5%
26159,Van Buren,2020-06-11,36,5%
26161,Washtenaw,2020-06-11,145,5%
26163,Wayne,2020-06-11,1330,5%
26165,Wexford,2020-06-11,6,5%
26001,Alcona,2020-06-12,0,5%
26003,Alger,2020-06-12,0,5%
26005,Allegan,2020-06-12,203,5%
26007,Alpena,2020-06-12,0,5%
26009,Antrim,2020-06-12,1,5%
26011,Arenac,2020-06-12,1,5%
26013,Baraga,2020-06-12,0,5%
26015,Barry,2020-06-12,109,5%
26017,Bay,2020-06-12,34,5%
26019,Benzie,2020-06-12,0,5%
26021,Berrien,2020-06-12,261,5%
26023,Branch,2020-06-12,8,5%
26025,Calhoun,2020-06-12,99,5%
26027,Cass,2020-06-12,86,5%
26029,Charlevoix,2020-06-12,0,5%
26031,Cheboygan,2020-06-12,0,5%
26033,Chippewa,2020-06-12,0,5%
26035,Clare,2020-06-12,8,5%
26037,Clinton,2020-06-12,123,5%
26039,Crawford,2020-06-12,0,5%
26041,Delta,2020-06-12,0,5%
26043,Dickinson,2020-06-12,0,5%
26045,Eaton,2020-06-12,178,5%
26047,Emmet,2020-06-12,2,5%
26049,Genesee,2020-06-12,735,5%
26051,Gladwin,2020-06-12,2,5%
26053,Gogebic,2020-06-12,0,5%
26055,Grand Traverse,2020-06-12,17,5%
26057,Gratiot,2020-06-12,75,5%
26059,Hillsdale,2020-06-12,38,5%
26061,Houghton,2020-06-12,0,5%
26063,Huron,2020-06-12,5,5%
26065,Ingham,2020-06-12,162,5%
26067,Ionia,2020-06-12,106,5%
26069,Iosco,2020-06-12,0,5%
26071,Iron,2020-06-12,0,5%
26073,Isabella,2020-06-12,110,5%
26075,Jackson,2020-06-12,285,5%
26077,Kalamazoo,2020-06-12,205,5%
26079,Kalkaska,2020-06-12,0,5%
26081,Kent,2020-06-12,280,5%
26083,Keweenaw,2020-06-12,0,5%
26085,Lake,2020-06-12,0,5%
26087,Lapeer,2020-06-12,159,5%
26089,Leelanau,2020-06-12,1,5%
26091,Lenawee,2020-06-12,172,5%
26093,Livingston,2020-06-12,300,5%
26095,Luce,2020-06-12,0,5%
26097,Mackinac,2020-06-12,0,5%
26099,Macomb,2020-06-12,1436,5%
26101,Manistee,2020-06-12,0,5%
26103,Marquette,2020-06-12,2,5%
26105,Mason,2020-06-12,3,5%
26107,Mecosta,2020-06-12,81,5%
26109,Menominee,2020-06-12,0,5%
26111,Midland,2020-06-12,14,5%
26113,Missaukee,2020-06-12,0,5%
26115,Monroe,2020-06-12,277,5%
26117,Montcalm,2020-06-12,10,5%
26119,Montmorency,2020-06-12,0,5%
26121,Muskegon,2020-06-12,248,5%
26123,Newaygo,2020-06-12,83,5%
26125,Oakland,2020-06-12,759,5%
26127,Oceana,2020-06-12,12,5%
26129,Ogemaw,2020-06-12,2,5%
26131,Ontonagon,2020-06-12,0,5%
26133,Osceola,2020-06-12,9,5%
26135,Oscoda,2020-06-12,0,5%
26137,Otsego,2020-06-12,0,5%
26139,Ottawa,2020-06-12,472,5%
26141,Presque Isle,2020-06-12,0,5%
26143,Roscommon,2020-06-12,2,5%
26145,Saginaw,2020-06-12,124,5%
26147,St. Clair,2020-06-12,57,5%
26149,St. Joseph,2020-06-12,32,5%
26151,Sanilac,2020-06-12,70,5%
26153,Schoolcraft,2020-06-12,0,5%
26155,Shiawassee,2020-06-12,123,5%
26157,Tuscola,2020-06-12,22,5%
26159,Van Buren,2020-06-12,42,5%
26161,Washtenaw,2020-06-12,134,5%
26163,Wayne,2020-06-12,1219,5%
26165,Wexford,2020-06-12,5,5%
26001,Alcona,2020-06-13,0,5%
26003,Alger,2020-06-13,0,5%
26005,Allegan,2020-06-13,197,5%
26007,Alpena,2020-06-13,0,5%
26009,Antrim,2020-06-13,0,5%
26011,Arenac,2020-06-13,1,5%
26013,Baraga,2020-06-13,0,5%
26015,Barry,2020-06-13,110,5%
26017,Bay,2020-06-13,36,5%
26019,Benzie,2020-06-13,0,5%
26021,Berrien,2020-06-13,267,5%
26023,Branch,2020-06-13,8,5%
26025,Calhoun,2020-06-13,108,5%
26027,Cass,2020-06-13,94,5%
26029,Charlevoix,2020-06-13,0,5%
26031,Cheboygan,2020-06-13,0,5%
26033,Chippewa,2020-06-13,0,5%
26035,Clare,2020-06-13,9,5%
26037,Clinton,2020-06-13,122,5%
26039,Crawford,2020-06-13,0,5%
26041,Delta,2020-06-13,0,5%
26043,Dickinson,2020-06-13,0,5%
26045,Eaton,2020-06-13,164,5%
26047,Emmet,2020-06-13,2,5%
26049,Genesee,2020-06-13,768,5%
26051,Gladwin,2020-06-13,2,5%
26053,Gogebic,2020-06-13,0,5%
26055,Grand Traverse,2020-06-13,19,5%
26057,Gratiot,2020-06-13,77,5%
26059,Hillsdale,2020-06-13,41,5%
26061,Houghton,2020-06-13,0,5%
26063,Huron,2020-06-13,5,5%
26065,Ingham,2020-06-13,145,5%
26067,Ionia,2020-06-13,99,5%
26069,Iosco,2020-06-13,0,5%
26071,Iron,2020-06-13,0,5%
26073,Isabella,2020-06-13,116,5%
26075,Jackson,2020-06-13,284,5%
26077,Kalamazoo,2020-06-13,239,5%
26079,Kalkaska,2020-06-13,0,5%
26081,Kent,2020-06-13,250,5%
26083,Keweenaw,2020-06-13,0,5%
26085,Lake,2020-06-13,0,5%
26087,Lapeer,2020-06-13,160,5%
26089,Leelanau,2020-06-13,2,5%
26091,Lenawee,2020-06-13,177,5%
26093,Livingston,2020-06-13,286,5%
26095,Luce,2020-06-13,0,5%
26097,Mackinac,2020-06-13,0,5%
26099,Macomb,2020-06-13,1427,5%
26101,Manistee,2020-06-13,1,5%
26103,Marquette,2020-06-13,2,5%
26105,Mason,2020-06-13,3,5%
26107,Mecosta,2020-06-13,77,5%
26109,Menominee,2020-06-13,0,5%
26111,Midland,2020-06-13,16,5%
26113,Missaukee,2020-06-13,0,5%
26115,Monroe,2020-06-13,276,5%
26117,Montcalm,2020-06-13,9,5%
26119,Montmorency,2020-06-13,0,5%
26121,Muskegon,2020-06-13,275,5%
26123,Newaygo,2020-06-13,85,5%
26125,Oakland,2020-06-13,669,5%
26127,Oceana,2020-06-13,13,5%
26129,Ogemaw,2020-06-13,2,5%
26131,Ontonagon,2020-06-13,0,5%
26133,Osceola,2020-06-13,11,5%
26135,Oscoda,2020-06-13,0,5%
26137,Otsego,2020-06-13,1,5%
26139,Ottawa,2020-06-13,462,5%
26141,Presque Isle,2020-06-13,0,5%
26143,Roscommon,2020-06-13,3,5%
26145,Saginaw,2020-06-13,134,5%
26147,St. Clair,2020-06-13,53,5%
26149,St. Joseph,2020-06-13,38,5%
26151,Sanilac,2020-06-13,74,5%
26153,Schoolcraft,2020-06-13,0,5%
26155,Shiawassee,2020-06-13,123,5%
26157,Tuscola,2020-06-13,24,5%
26159,Van Buren,2020-06-13,50,5%
26161,Washtenaw,2020-06-13,108,5%
26163,Wayne,2020-06-13,1101,5%
26165,Wexford,2020-06-13,6,5%
26001,Alcona,2020-06-14,0,5%
26003,Alger,2020-06-14,0,5%
26005,Allegan,2020-06-14,194,5%
26007,Alpena,2020-06-14,0,5%
26009,Antrim,2020-06-14,1,5%
26011,Arenac,2020-06-14,1,5%
26013,Baraga,2020-06-14,0,5%
26015,Barry,2020-06-14,106,5%
26017,Bay,2020-06-14,39,5%
26019,Benzie,2020-06-14,0,5%
26021,Berrien,2020-06-14,271,5%
26023,Branch,2020-06-14,11,5%
26025,Calhoun,2020-06-14,124,5%
26027,Cass,2020-06-14,87,5%
26029,Charlevoix,2020-06-14,0,5%
26031,Cheboygan,2020-06-14,0,5%
26033,Chippewa,2020-06-14,0,5%
26035,Clare,2020-06-14,9,5%
26037,Clinton,2020-06-14,118,5%
26039,Crawford,2020-06-14,0,5%
26041,Delta,2020-06-14,0,5%
26043,Dickinson,2020-06-14,0,5%
26045,Eaton,2020-06-14,165,5%
26047,Emmet,2020-06-14,3,5%
26049,Genesee,2020-06-14,788,5%
26051,Gladwin,2020-06-14,2,5%
26053,Gogebic,2020-06-14,0,5%
26055,Grand Traverse,2020-06-14,21,5%
26057,Gratiot,2020-06-14,72,5%
26059,Hillsdale,2020-06-14,43,5%
26061,Houghton,2020-06-14,0,5%
26063,Huron,2020-06-14,5,5%
26065,Ingham,2020-06-14,129,5%
26067,Ionia,2020-06-14,99,5%
26069,Iosco,2020-06-14,1,5%
26071,Iron,2020-06-14,0,5%
26073,Isabella,2020-06-14,121,5%
26075,Jackson,2020-06-14,271,5%
26077,Kalamazoo,2020-06-14,269,5%
26079,Kalkaska,2020-06-14,0,5%
26081,Kent,2020-06-14,245,5%
26083,Keweenaw,2020-06-14,0,5%
26085,Lake,2020-06-14,0,5%
26087,Lapeer,2020-06-14,162,5%
26089,Leelanau,2020-06-14,2,5%
26091,Lenawee,2020-06-14,169,5%
26093,Livingston,2020-06-14,273,5%
26095,Luce,2020-06-14,0,5%
26097,Mackinac,2020-06-14,0,5%
26099,Macomb,2020-06-14,1379,5%
26101,Manistee,2020-06-14,2,5%
26103,Marquette,2020-06-14,2,5%
26105,Mason,2020-06-14,3,5%
26107,Mecosta,2020-06-14,78,5%
26109,Menominee,2020-06-14,0,5%
26111,Midland,2020-06-14,19,5%
26113,Missaukee,2020-06-14,0,5%
26115,Monroe,2020-06-14,271,5%
26117,Montcalm,2020-06-14,9,5%
26119,Montmorency,2020-06-14,0,5%
26121,Muskegon,2020-06-14,282,5%
26123,Newaygo,2020-06-14,86,5%
26125,Oakland,2020-06-14,624,5%
