fips,county,date,report_median,group
26087,Lapeer,2020-06-17,153,5%
26089,Leelanau,2020-06-17,5,5%
26091,Lenawee,2020-06-17,155,5%
26093,Livingston,2020-06-17,234,5%
26095,Luce,2020-06-17,0,5%
26097,Mackinac,2020-06-17,0,5%
26099,Macomb,2020-06-17,1239,5%
26101,Manistee,2020-06-17,2,5%
26103,Marquette,2020-06-17,4,5%
26105,Mason,2020-06-17,5,5%
26107,Mecosta,2020-06-17,72,5%
26109,Menominee,2020-06-17,0,5%
26111,Midland,2020-06-17,28,5%
26113,Missaukee,2020-06-17,1,5%
26115,Monroe,2020-06-17,258,5%
26117,Montcalm,2020-06-17,6,5%
26119,Montmorency,2020-06-17,0,5%
26121,Muskegon,2020-06-17,285,5%
26123,Newaygo,2020-06-17,81,5%
26125,Oakland,2020-06-17,435,5%
26127,Oceana,2020-06-17,22,5%
26129,Ogemaw,2020-06-17,4,5%
26131,Ontonagon,2020-06-17,0,5%
26133,Osceola,2020-06-17,14,5%
26135,Oscoda,2020-06-17,0,5%
26137,Otsego,2020-06-17,1,5%
26139,Ottawa,2020-06-17,373,5%
26141,Presque Isle,2020-06-17,1,5%
26143,Roscommon,2020-06-17,5,5%
26145,Saginaw,2020-06-17,202,5%
26147,St. Clair,2020-06-17,33,5%
26149,St. Joseph,2020-06-17,59,5%
26151,Sanilac,2020-06-17,70,5%
26153,Schoolcraft,2020-06-17,0,5%
26155,Shiawassee,2020-06-17,123,5%
26157,Tuscola,2020-06-17,36,5%
26159,Van Buren,2020-06-17,71,5%
26161,Washtenaw,2020-06-17,75,5%
26163,Wayne,2020-06-17,681,5%
26165,Wexford,2020-06-17,11,5%
26001,Alcona,2020-06-18,0,5%
26003,Alger,2020-06-18,0,5%
26005,Allegan,2020-06-18,173,5%
26007,Alpena,2020-06-18,0,5%
26009,Antrim,2020-06-18,1,5%
26011,Arenac,2020-06-18,2,5%
26013,Baraga,2020-06-18,0,5%
26015,Barry,2020-06-18,99,5%
26017,Bay,2020-06-18,61,5%
26019,Benzie,2020-06-18,0,5%
26021,Berrien,2020-06-18,258,5%
26023,Branch,2020-06-18,16,5%
26025,Calhoun,2020-06-18,173,5%
26027,Cass,2020-06-18,90,5%
26029,Charlevoix,2020-06-18,1,5%
26031,Cheboygan,2020-06-18,1,5%
26033,Chippewa,2020-06-18,0,5%
26035,Clare,2020-06-18,17,5%
26037,Clinton,2020-06-18,98,5%
26039,Crawford,2020-06-18,1,5%
26041,Delta,2020-06-18,0,5%
26043,Dickinson,2020-06-18,0,5%
26045,Eaton,2020-06-18,138,5%
26047,Emmet,2020-06-18,3,5%
26049,Genesee,2020-06-18,776,5%
26051,Gladwin,2020-06-18,6,5%
26053,Gogebic,2020-06-18,0,5%
26055,Grand Traverse,2020-06-18,38,5%
26057,Gratiot,2020-06-18,68,5%
26059,Hillsdale,2020-06-18,58,5%
26061,Houghton,2020-06-18,0,5%
26063,Huron,2020-06-18,10,5%
26065,Ingham,2020-06-18,81,5%
26067,Ionia,2020-06-18,83,5%
26069,Iosco,2020-06-18,1,5%
26071,Iron,2020-06-18,0,5%
26073,Isabella,2020-06-18,124,5%
26075,Jackson,2020-06-18,261,5%
26077,Kalamazoo,2020-06-18,355,5%
26079,Kalkaska,2020-06-18,1,5%
26081,Kent,2020-06-18,154,5%
26083,Keweenaw,2020-06-18,0,5%
26085,Lake,2020-06-18,1,5%
26087,Lapeer,2020-06-18,140,5%
26089,Leelanau,2020-06-18,3,5%
26091,Lenawee,2020-06-18,149,5%
26093,Livingston,2020-06-18,217,5%
26095,Luce,2020-06-18,0,5%
26097,Mackinac,2020-06-18,0,5%
26099,Macomb,2020-06-18,1155,5%
26101,Manistee,2020-06-18,3,5%
26103,Marquette,2020-06-18,4,5%
26105,Mason,2020-06-18,5,5%
26107,Mecosta,2020-06-18,70,5%
26109,Menominee,2020-06-18,0,5%
26111,Midland,2020-06-18,29,5%
26113,Missaukee,2020-06-18,1,5%
26115,Monroe,2020-06-18,244,5%
26117,Montcalm,2020-06-18,6,5%
26119,Montmorency,2020-06-18,1,5%
26121,Muskegon,2020-06-18,292,5%
26123,Newaygo,2020-06-18,82,5%
26125,Oakland,2020-06-18,399,5%
26127,Oceana,2020-06-18,23,5%
26129,Ogemaw,2020-06-18,5,5%
26131,Ontonagon,2020-06-18,0,5%
26133,Osceola,2020-06-18,18,5%
26135,Oscoda,2020-06-18,0,5%
26137,Otsego,2020-06-18,1,5%
26139,Ottawa,2020-06-18,364,5%
26141,Presque Isle,2020-06-18,1,5%
26143,Roscommon,2020-06-18,5,5%
26145,Saginaw,2020-06-18,232,5%
26147,St. Clair,2020-06-18,32,5%
26149,St. Joseph,2020-06-18,63,5%
26151,Sanilac,2020-06-18,68,5%
26153,Schoolcraft,2020-06-18,0,5%
26155,Shiawassee,2020-06-18,123,5%
26157,Tuscola,2020-06-18,40,5%
26159,Van Buren,2020-06-18,78,5%
26161,Washtenaw,2020-06-18,67,5%
26163,Wayne,2020-06-18,631,5%
26165,Wexford,2020-06-18,12,5%
26001,Alcona,2020-06-19,0,5%
26003,Alger,2020-06-19,0,5%
26005,Allegan,2020-06-19,174,5%
26007,Alpena,2020-06-19,0,5%
26009,Antrim,2020-06-19,2,5%
26011,Arenac,2020-06-19,2,5%
26013,Baraga,2020-06-19,0,5%
26015,Barry,2020-06-19,96,5%
26017,Bay,2020-06-19,81,5%
26019,Benzie,2020-06-19,1,5%
26021,Berrien,2020-06-19,259,5%
26023,Branch,2020-06-19,18,5%
26025,Calhoun,2020-06-19,186,5%
26027,Cass,2020-06-19,89,5%
26029,Charlevoix,2020-06-19,1,5%
26031,Cheboygan,2020-06-19,1,5%
26033,Chippewa,2020-06-19,0,5%
26035,Clare,2020-06-19,17,5%
26037,Clinton,2020-06-19,93,5%
26039,Crawford,2020-06-19,1,5%
26041,Delta,2020-06-19,0,5%
26043,Dickinson,2020-06-19,0,5%
26045,Eaton,2020-06-19,136,5%
26047,Emmet,2020-06-19,5,5%
26049,Genesee,2020-06-19,756,5%
26051,Gladwin,2020-06-19,5,5%
26053,Gogebic,2020-06-19,0,5%
26055,Grand Traverse,2020-06-19,45,5%
26057,Gratiot,2020-06-19,70,5%
26059,Hillsdale,2020-06-19,63,5%
26061,Houghton,2020-06-19,0,5%
26063,Huron,2020-06-19,11,5%
26065,Ingham,2020-06-19,78,5%
26067,Ionia,2020-06-19,81,5%
26069,Iosco,2020-06-19,2,5%
26071,Iron,2020-06-19,0,5%
26073,Isabella,2020-06-19,125,5%
26075,Jackson,2020-06-19,254,5%
26077,Kalamazoo,2020-06-19,380,5%
26079,Kalkaska,2020-06-19,1,5%
26081,Kent,2020-06-19,136,5%
26083,Keweenaw,2020-06-19,0,5%
26085,Lake,2020-06-19,1,5%
26087,Lapeer,2020-06-19,143,5%
26089,Leelanau,2020-06-19,5,5%
26091,Lenawee,2020-06-19,161,5%
26093,Livingston,2020-06-19,206,5%
26095,Luce,2020-06-19,0,5%
26097,Mackinac,2020-06-19,0,5%
26099,Macomb,2020-06-19,1073,5%
26101,Manistee,2020-06-19,2,5%
26103,Marquette,2020-06-19,5,5%
26105,Mason,2020-06-19,7,5%
26107,Mecosta,2020-06-19,69,5%
26109,Menominee,2020-06-19,0,5%
26111,Midland,2020-06-19,32,5%
26113,Missaukee,2020-06-19,1,5%
26115,Monroe,2020-06-19,234,5%
26117,Montcalm,2020-06-19,4,5%
26119,Montmorency,2020-06-19,0,5%
26121,Muskegon,2020-06-19,297,5%
26123,Newaygo,2020-06-19,81,5%
26125,Oakland,2020-06-19,353,5%
26127,Oceana,2020-06-19,30,5%
26129,Ogemaw,2020-06-19,5,5%
26131,Ontonagon,2020-06-19,0,5%
26133,Osceola,2020-06-19,22,5%
26135,Oscoda,2020-06-19,0,5%
26137,Otsego,2020-06-19,2,5%
26139,Ottawa,2020-06-19,368,5%
26141,Presque Isle,2020-06-19,1,5%
26143,Roscommon,2020-06-19,5,5%
26145,Saginaw,2020-06-19,235,5%
26147,St. Clair,2020-06-19,28,5%
26149,St. Joseph,2020-06-19,66,5%
26151,Sanilac,2020-06-19,68,5%
26153,Schoolcraft,2020-06-19,0,5%
26155,Shiawassee,2020-06-19,118,5%
26157,Tuscola,2020-06-19,48,5%
26159,Van Buren,2020-06-19,87,5%
26161,Washtenaw,2020-06-19,57,5%
26163,Wayne,2020-06-19,579,5%
26165,Wexford,2020-06-19,14,5%
26001,Alcona,2020-06-20,0,5%
26003,Alger,2020-06-20,0,5%
26005,Allegan,2020-06-20,165,5%
26007,Alpena,2020-06-20,0,5%
26009,Antrim,2020-06-20,1,5%
26011,Arenac,2020-06-20,3,5%
26013,Baraga,2020-06-20,0,5%
26015,Barry,2020-06-20,92,5%
26017,Bay,2020-06-20,80,5%
26019,Benzie,2020-06-20,1,5%
26021,Berrien,2020-06-20,269,5%
26023,Branch,2020-06-20,22,5%
26025,Calhoun,2020-06-20,189,5%
26027,Cass,2020-06-20,83,5%
26029,Charlevoix,2020-06-20,2,5%
26031,Cheboygan,2020-06-20,1,5%
26033,Chippewa,2020-06-20,0,5%
26035,Clare,2020-06-20,24,5%
26037,Clinton,2020-06-20,85,5%
26039,Crawford,2020-06-20,1,5%
26041,Delta,2020-06-20,0,5%
26043,Dickinson,2020-06-20,0,5%
26045,Eaton,2020-06-20,131,5%
26047,Emmet,2020-06-20,6,5%
26049,Genesee,2020-06-20,738,5%
26051,Gladwin,2020-06-20,5,5%
26053,Gogebic,2020-06-20,0,5%
26055,Grand Traverse,2020-06-20,54,5%
26057,Gratiot,2020-06-20,65,5%
26059,Hillsdale,2020-06-20,63,5%
26061,Houghton,2020-06-20,0,5%
26063,Huron,2020-06-20,12,5%
26065,Ingham,2020-06-20,63,5%
26067,Ionia,2020-06-20,74,5%
26069,Iosco,2020-06-20,2,5%
26071,Iron,2020-06-20,0,5%
26073,Isabella,2020-06-20,116,5%
26075,Jackson,2020-06-20,252,5%
26077,Kalamazoo,2020-06-20,399,5%
26079,Kalkaska,2020-06-20,1,5%
26081,Kent,2020-06-20,125,5%
26083,Keweenaw,2020-06-20,0,5%
26085,Lake,2020-06-20,1,5%
26087,Lapeer,2020-06-20,138,5%
26089,Leelanau,2020-06-20,6,5%
26091,Lenawee,2020-06-20,146,5%
26093,Livingston,2020-06-20,190,5%
26095,Luce,2020-06-20,0,5%
26097,Mackinac,2020-06-20,0,5%
26099,Macomb,2020-06-20,985,5%
26101,Manistee,2020-06-20,4,5%
26103,Marquette,2020-06-20,5,5%
26105,Mason,2020-06-20,7,5%
26107,Mecosta,2020-06-20,62,5%
26109,Menominee,2020-06-20,0,5%
26111,Midland,2020-06-20,36,5%
26113,Missaukee,2020-06-20,1,5%
26115,Monroe,2020-06-20,221,5%
26117,Montcalm,2020-06-20,4,5%
26119,Montmorency,2020-06-20,1,5%
26121,Muskegon,2020-06-20,290,5%
26123,Newaygo,2020-06-20,79,5%
26125,Oakland,2020-06-20,317,5%
26127,Oceana,2020-06-20,28,5%
26129,Ogemaw,2020-06-20,6,5%
26131,Ontonagon,2020-06-20,0,5%
26133,Osceola,2020-06-20,22,5%
26135,Oscoda,2020-06-20,0,5%
26137,Otsego,2020-06-20,2,5%
26139,Ottawa,2020-06-20,351,5%
26141,Presque Isle,2020-06-20,1,5%
26143,Roscommon,2020-06-20,7,5%
26145,Saginaw,2020-06-20,260,5%
26147,St. Clair,2020-06-20,21,5%
26149,St. Joseph,2020-06-20,75,5%
26151,Sanilac,2020-06-20,70,5%
26153,Schoolcraft,2020-06-20,0,5%
26155,Shiawassee,2020-06-20,118,5%
26157,Tuscola,2020-06-20,51,5%
26159,Van Buren,2020-06-20,88,5%
26161,Washtenaw,2020-06-20,53,5%
26163,Wayne,2020-06-20,483,5%
26165,Wexford,2020-06-20,17,5%
26001,Alcona,2020-06-21,0,5%
26003,Alger,2020-06-21,0,5%
26005,Allegan,2020-06-21,164,5%
26007,Alpena,2020-06-21,0,5%
26009,Antrim,2020-06-21,2,5%
26011,Arenac,2020-06-21,4,5%
26013,Baraga,2020-06-21,0,5%
26015,Barry,2020-06-21,88,5%
26017,Bay,2020-06-21,95,5%
26019,Benzie,2020-06-21,1,5%
26021,Berrien,2020-06-21,257,5%
26023,Branch,2020-06-21,28,5%
26025,Calhoun,2020-06-21,205,5%
26027,Cass,2020-06-21,81,5%
26029,Charlevoix,2020-06-21,2,5%
26031,Cheboygan,2020-06-21,1,5%
26033,Chippewa,2020-06-21,0,5%
26035,Clare,2020-06-21,25,5%
26037,Clinton,2020-06-21,81,5%
26039,Crawford,2020-06-21,1,5%
26041,Delta,2020-06-21,0,5%
26043,Dickinson,2020-06-21,0,5%
26045,Eaton,2020-06-21,120,5%
26047,Emmet,2020-06-21,6,5%
26049,Genesee,2020-06-21,719,5%
26051,Gladwin,2020-06-21,7,5%
26053,Gogebic,2020-06-21,0,5%
26055,Grand Traverse,2020-06-21,53,5%
26057,Gratiot,2020-06-21,64,5%
26059,Hillsdale,2020-06-21,68,5%
26061,Houghton,2020-06-21,0,5%
26063,Huron,2020-06-21,13,5%
26065,Ingham,2020-06-21,63,5%
26067,Ionia,2020-06-21,70,5%
26069,Iosco,2020-06-21,2,5%
26071,Iron,2020-06-21,0,5%
26073,Isabella,2020-06-21,119,5%
26075,Jackson,2020-06-21,241,5%
26077,Kalamazoo,2020-06-21,418,5%
26079,Kalkaska,2020-06-21,2,5%
26081,Kent,2020-06-21,104,5%
26083,Keweenaw,2020-06-21,0,5%
26085,Lake,2020-06-21,1,5%
26087,Lapeer,2020-06-21,135,5%
26089,Leelanau,2020-06-21,6,5%
26091,Lenawee,2020-06-21,146,5%
26093,Livingston,2020-06-21,174,5%
26095,Luce,2020-06-21,0,5%
26097,Mackinac,2020-06-21,0,5%
26099,Macomb,2020-06-21,964,5%
26101,Manistee,2020-06-21,3,5%
26103,Marquette,2020-06-21,6,5%
26105,Mason,2020-06-21,10,5%
26107,Mecosta,2020-06-21,62,5%
26109,Menominee,2020-06-21,0,5%
26111,Midland,2020-06-21,43,5%
26113,Missaukee,2020-06-21,1,5%
26115,Monroe,2020-06-21,231,5%
26117,Montcalm,2020-06-21,4,5%
26119,Montmorency,2020-06-21,1,5%
26121,Muskegon,2020-06-21,299,5%
26123,Newaygo,2020-06-21,75,5%
26125,Oakland,2020-06-21,281,5%
26127,Oceana,2020-06-21,28,5%
26129,Ogemaw,2020-06-21,7,5%
26131,Ontonagon,2020-06-21,0,5%
26133,Osceola,2020-06-21,24,5%
26135,Oscoda,2020-06-21,0,5%
26137,Otsego,2020-06-21,2,5%
26139,Ottawa,2020-06-21,335,5%
26141,Presque Isle,2020-06-21,1,5%
26143,Roscommon,2020-06-21,8,5%
26145,Saginaw,2020-06-21,282,5%
26147,St. Clair,2020-06-21,22,5%
26149,St. Joseph,2020-06-21,76,5%
26151,Sanilac,2020-06-21,64,5%
26153,Schoolcraft,2020-06-21,0,5%
26155,Shiawassee,2020-06-21,114,5%
26157,Tuscola,2020-06-21,57,5%
26159,Van Buren,2020-06-21,98,5%
26161,Washtenaw,2020-06-21,43,5%
26163,Wayne,2020-06-21,469,5%
26165,Wexford,2020-06-21,17,5%
26001,Alcona,2020-06-22,0,5%
26003,Alger,2020-06-22,0,5%
26005,Allegan,2020-06-22,158,5%
26007,Alpena,2020-06-22,0,5%
26009,Antrim,2020-06-22,2,5%
26011,Arenac,2020-06-22,3,5%
26013,Baraga,2020-06-22,0,5%
26015,Barry,2020-06-22,87,5%
26017,Bay,2020-06-22,99,5%
26019,Benzie,2020-06-22,1,5%
26021,Berrien,2020-06-22,254,5%
26023,Branch,2020-06-22,29,5%
26025,Calhoun,2020-06-22,212,5%
26027,Cass,2020-06-22,81,5%
26029,Charlevoix,2020-06-22,2,5%
26031,Cheboygan,2020-06-22,2,5%
26033,Chippewa,2020-06-22,0,5%
26035,Clare,2020-06-22,27,5%
26037,Clinton,2020-06-22,76,5%
26039,Crawford,2020-06-22,1,5%
26041,Delta,2020-06-22,0,5%
26043,Dickinson,2020-06-22,0,5%
26045,Eaton,2020-06-22,117,5%
26047,Emmet,2020-06-22,7,5%
26049,Genesee,2020-06-22,701,5%
26051,Gladwin,2020-06-22,7,5%
26053,Gogebic,2020-06-22,0,5%
26055,Grand Traverse,2020-06-22,66,5%
26057,Gratiot,2020-06-22,62,5%
26059,Hillsdale,2020-06-22,72,5%
26061,Houghton,2020-06-22,1,5%
26063,Huron,2020-06-22,16,5%
26065,Ingham,2020-06-22,57,5%
26067,Ionia,2020-06-22,63,5%
26069,Iosco,2020-06-22,2,5%
26071,Iron,2020-06-22,0,5%
26073,Isabella,2020-06-22,120,5%
26075,Jackson,2020-06-22,235,5%
26077,Kalamazoo,2020-06-22,423,5%
26079,Kalkaska,2020-06-22,2,5%
26081,Kent,2020-06-22,99,5%
26083,Keweenaw,2020-06-22,0,5%
26085,Lake,2020-06-22,1,5%
26087,Lapeer,2020-06-22,126,5%
26089,Leelanau,2020-06-22,7,5%
26091,Lenawee,2020-06-22,136,5%
26093,Livingston,2020-06-22,165,5%
26095,Luce,2020-06-22,0,5%
26097,Mackinac,2020-06-22,0,5%
26099,Macomb,2020-06-22,899,5%
26101,Manistee,2020-06-22,3,5%
26103,Marquette,2020-06-22,8,5%
26105,Mason,2020-06-22,11,5%
26107,Mecosta,2020-06-22,60,5%
26109,Menominee,2020-06-22,0,5%
26111,Midland,2020-06-22,52,5%
26113,Missaukee,2020-06-22,1,5%
26115,Monroe,2020-06-22,208,5%
26117,Montcalm,2020-06-22,4,5%
26119,Montmorency,2020-06-22,1,5%
26121,Muskegon,2020-06-22,296,5%
26123,Newaygo,2020-06-22,71,5%
26125,Oakland,2020-06-22,257,5%
26127,Oceana,2020-06-22,32,5%
26129,Ogemaw,2020-06-22,8,5%
26131,Ontonagon,2020-06-22,0,5%
26133,Osceola,2020-06-22,27,5%
26135,Oscoda,2020-06-22,1,5%
26137,Otsego,2020-06-22,1,5%
26139,Ottawa,2020-06-22,302,5%
26141,Presque Isle,2020-06-22,2,5%
26143,Roscommon,2020-06-22,7,5%
26145,Saginaw,2020-06-22,289,5%
26147,St. Clair,2020-06-22,20,5%
26149,St. Joseph,2020-06-22,81,5%
26151,Sanilac,2020-06-22,63,5%
26153,Schoolcraft,2020-06-22,0,5%
26155,Shiawassee,2020-06-22,116,5%
26157,Tuscola,2020-06-22,64,5%
26159,Van Buren,2020-06-22,99,5%
26161,Washtenaw,2020-06-22,42,5%
26163,Wayne,2020-06-22,423,5%
26165,Wexford,2020-06-22,20,5%
26001,Alcona,2020-06-23,0,5%
26003,Alger,2020-06-23,0,5%
26005,Allegan,2020-06-23,144,5%
26007,Alpena,2020-06-23,0,5%
26009,Antrim,2020-06-23,3,5%
26011,Arenac,2020-06-23,4,5%
26013,Baraga,2020-06-23,0,5%
26015,Barry,2020-06-23,82,5%
26017,Bay,2020-06-23,110,5%
26019,Benzie,2020-06-23,2,5%
26021,Berrien,2020-06-23,255,5%
26023,Branch,2020-06-23,32,5%
26025,Calhoun,2020-06-23,225,5%
26027,Cass,2020-06-23,78,5%
26029,Charlevoix,2020-06-23,2,5%
26031,Cheboygan,2020-06-23,2,5%
26033,Chippewa,2020-06-23,1,5%
26035,Clare,2020-06-23,30,5%
26037,Clinton,2020-06-23,69,5%
26039,Crawford,2020-06-23,1,5%
26041,Delta,2020-06-23,0,5%
26043,Dickinson,2020-06-23,0,5%
26045,Eaton,2020-06-23,111,5%
26047,Emmet,2020-06-23,8,5%
26049,Genesee,2020-06-23,694,5%
26051,Gladwin,2020-06-23,8,5%
26053,Gogebic,2020-06-23,0,5%
26055,Grand Traverse,2020-06-23,70,5%
26057,Gratiot,2020-06-23,57,5%
26059,Hillsdale,2020-06-23,79,5%
26061,Houghton,2020-06-23,1,5%
26063,Huron,2020-06-23,18,5%
26065,Ingham,2020-06-23,51,5%
26067,Ionia,2020-06-23,61,5%
26069,Iosco,2020-06-23,2,5%
26071,Iron,2020-06-23,0,5%
26073,Isabella,2020-06-23,118,5%
26075,Jackson,2020-06-23,215,5%
26077,Kalamazoo,2020-06-23,436,5%
26079,Kalkaska,2020-06-23,3,5%
26081,Kent,2020-06-23,85,5%
26083,Keweenaw,2020-06-23,0,5%
26085,Lake,2020-06-23,2,5%
26087,Lapeer,2020-06-23,122,5%
26089,Leelanau,2020-06-23,9,5%
26091,Lenawee,2020-06-23,138,5%
26093,Livingston,2020-06-23,153,5%
26095,Luce,2020-06-23,0,5%
26097,Mackinac,2020-06-23,0,5%
26099,Macomb,2020-06-23,854,5%
26101,Manistee,2020-06-23,5,5%
26103,Marquette,2020-06-23,8,5%
26105,Mason,2020-06-23,12,5%
26107,Mecosta,2020-06-23,55,5%
26109,Menominee,2020-06-23,0,5%
26111,Midland,2020-06-23,54,5%
26113,Missaukee,2020-06-23,2,5%
26115,Monroe,2020-06-23,186,5%
26117,Montcalm,2020-06-23,3,5%
26119,Montmorency,2020-06-23,1,5%
26121,Muskegon,2020-06-23,295,5%
26123,Newaygo,2020-06-23,68,5%
26125,Oakland,2020-06-23,225,5%
26127,Oceana,2020-06-23,34,5%
26129,Ogemaw,2020-06-23,6,5%
26131,Ontonagon,2020-06-23,0,5%
26133,Osceola,2020-06-23,28,5%
26135,Oscoda,2020-06-23,1,5%
26137,Otsego,2020-06-23,2,5%
26139,Ottawa,2020-06-23,296,5%
26141,Presque Isle,2020-06-23,2,5%
26143,Roscommon,2020-06-23,9,5%
26145,Saginaw,2020-06-23,299,5%
26147,St. Clair,2020-06-23,16,5%
26149,St. Joseph,2020-06-23,92,5%
26151,Sanilac,2020-06-23,59,5%
26153,Schoolcraft,2020-06-23,0,5%
26155,Shiawassee,2020-06-23,108,5%
26157,Tuscola,2020-06-23,67,5%
26159,Van Buren,2020-06-23,108,5%
26161,Washtenaw,2020-06-23,36,5%
26163,Wayne,2020-06-23,371,5%
26165,Wexford,2020-06-23,24,5%
26001,Alcona,2020-06-24,1,5%
26003,Alger,2020-06-24,0,5%
26005,Allegan,2020-06-24,142,5%
26007,Alpena,2020-06-24,0,5%
26009,Antrim,2020-06-24,4,5%
26011,Arenac,2020-06-24,5,5%
26013,Baraga,2020-06-24,0,5%
26015,Barry,2020-06-24,80,5%
26017,Bay,2020-06-24,124,5%
26019,Benzie,2020-06-24,2,5%
26021,Berrien,2020-06-24,237,5%
26023,Branch,2020-06-24,36,5%
26025,Calhoun,2020-06-24,228,5%
26027,Cass,2020-06-24,75,5%
26029,Charlevoix,2020-06-24,3,5%
26031,Cheboygan,2020-06-24,2,5%
26033,Chippewa,2020-06-24,1,5%
26035,Clare,2020-06-24,31,5%
26037,Clinton,2020-06-24,62,5%
26039,Crawford,2020-06-24,2,5%
26041,Delta,2020-06-24,0,5%
26043,Dickinson,2020-06-24,0,5%
26045,Eaton,2020-06-24,98,5%
26047,Emmet,2020-06-24,7,5%
26049,Genesee,2020-06-24,680,5%
26051,Gladwin,2020-06-24,9,5%
26053,Gogebic,2020-06-24,0,5%
26055,Grand Traverse,2020-06-24,78,5%
26057,Gratiot,2020-06-24,57,5%
26059,Hillsdale,2020-06-24,74,5%
26061,Houghton,2020-06-24,1,5%
26063,Huron,2020-06-24,19,5%
26065,Ingham,2020-06-24,41,5%
26067,Ionia,2020-06-24,56,5%
26069,Iosco,2020-06-24,3,5%
26071,Iron,2020-06-24,0,5%
26073,Isabella,2020-06-24,114,5%
26075,Jackson,2020-06-24,211,5%
26077,Kalamazoo,2020-06-24,431,5%
26079,Kalkaska,2020-06-24,3,5%
26081,Kent,2020-06-24,76,5%
26083,Keweenaw,2020-06-24,0,5%
26085,Lake,2020-06-24,2,5%
26087,Lapeer,2020-06-24,115,5%
26089,Leelanau,2020-06-24,10,5%
26091,Lenawee,2020-06-24,127,5%
26093,Livingston,2020-06-24,139,5%
26095,Luce,2020-06-24,0,5%
26097,Mackinac,2020-06-24,0,5%
26099,Macomb,2020-06-24,808,5%
26101,Manistee,2020-06-24,5,5%
26103,Marquette,2020-06-24,8,5%
26105,Mason,2020-06-24,13,5%
26107,Mecosta,2020-06-24,53,5%
26109,Menominee,2020-06-24,0,5%
26111,Midland,2020-06-24,59,5%
26113,Missaukee,2020-06-24,2,5%
26115,Monroe,2020-06-24,174,5%
26117,Montcalm,2020-06-24,3,5%
26119,Montmorency,2020-06-24,1,5%
26121,Muskegon,2020-06-24,289,5%
26123,Newaygo,2020-06-24,67,5%
26125,Oakland,2020-06-24,202,5%
26127,Oceana,2020-06-24,35,5%
26129,Ogemaw,2020-06-24,11,5%
26131,Ontonagon,2020-06-24,0,5%
26133,Osceola,2020-06-24,29,5%
26135,Oscoda,2020-06-24,1,5%
26137,Otsego,2020-06-24,3,5%
26139,Ottawa,2020-06-24,265,5%
26141,Presque Isle,2020-06-24,2,5%
26143,Roscommon,2020-06-24,11,5%
26145,Saginaw,2020-06-24,315,5%
26147,St. Clair,2020-06-24,13,5%
26149,St. Joseph,2020-06-24,93,5%
26151,Sanilac,2020-06-24,53,5%
26153,Schoolcraft,2020-06-24,0,5%
26155,Shiawassee,2020-06-24,103,5%
26157,Tuscola,2020-06-24,76,5%
26159,Van Buren,2020-06-24,114,5%
26161,Washtenaw,2020-06-24,33,5%
26163,Wayne,2020-06-24,328,5%
26165,Wexford,2020-06-24,24,5%
26001,Alcona,2020-06-25,2,5%
26003,Alger,2020-06-25,0,5%
26005,Allegan,2020-06-25,129,5%
26007,Alpena,2020-06-25,0,5%
26009,Antrim,2020-06-25,5,5%
26011,Arenac,2020-06-25,6,5%
26013,Baraga,2020-06-25,0,5%
26015,Barry,2020-06-25,70,5%
26017,Bay,2020-06-25,133,5%
26019,Benzie,2020-06-25,1,5%
26021,Berrien,2020-06-25,233,5%
26023,Branch,2020-06-25,39,5%
26025,Calhoun,2020-06-25,236,5%
26027,Cass,2020-06-25,68,5%
26029,Charlevoix,2020-06-25,3,5%
26031,Cheboygan,2020-06-25,2,5%
26033,Chippewa,2020-06-25,1,5%
26035,Clare,2020-06-25,32,5%
26037,Clinton,2020-06-25,57,5%
26039,Crawford,2020-06-25,2,5%
26041,Delta,2020-06-25,0,5%
26043,Dickinson,2020-06-25,0,5%
26045,Eaton,2020-06-25,92,5%
26047,Emmet,2020-06-25,10,5%
26049,Genesee,2020-06-25,672,5%
26051,Gladwin,2020-06-25,10,5%
26053,Gogebic,2020-06-25,0,5%
26055,Grand Traverse,2020-06-25,85,5%
26057,Gratiot,2020-06-25,52,5%
26059,Hillsdale,2020-06-25,79,5%
26061,Houghton,2020-06-25,1,5%
26063,Huron,2020-06-25,23,5%
26065,Ingham,2020-06-25,41,5%
26067,Ionia,2020-06-25,49,5%
26069,Iosco,2020-06-25,3,5%
26071,Iron,2020-06-25,0,5%
26073,Isabella,2020-06-25,109,5%
26075,Jackson,2020-06-25,196,5%
26077,Kalamazoo,2020-06-25,452,5%
26079,Kalkaska,2020-06-25,3,5%
26081,Kent,2020-06-25,69,5%
26083,Keweenaw,2020-06-25,0,5%
26085,Lake,2020-06-25,3,5%
26087,Lapeer,2020-06-25,118,5%
26089,Leelanau,2020-06-25,10,5%
26091,Lenawee,2020-06-25,121,5%
26093,Livingston,2020-06-25,123,5%
26095,Luce,2020-06-25,0,5%
26097,Mackinac,2020-06-25,0,5%
26099,Macomb,2020-06-25,715,5%
26101,Manistee,2020-06-25,4,5%
26103,Marquette,2020-06-25,10,5%
26105,Mason,2020-06-25,15,5%
26107,Mecosta,2020-06-25,51,5%
26109,Menominee,2020-06-25,0,5%
26111,Midland,2020-06-25,63,5%
26113,Missaukee,2020-06-25,2,5%
26115,Monroe,2020-06-25,170,5%
26117,Montcalm,2020-06-25,3,5%
26119,Montmorency,2020-06-25,1,5%
26121,Muskegon,2020-06-25,281,5%
